block_id,route_id,trip_headsign,service_id,shape_id,trip_id
b_5131,51,Hespeler Road to Hespeler,s_merged_999114,5101,420444_merged_1007040
a_806,8,Fairview via Franklin/East TR,a_merged_999103,813,426031_merged_1004118
a_703,7,C Conestoga Mall,s_merged_999107,707,420321_merged_1002735
b_5431,54,Lisbon Pines,a_merged_999110,5400,418832_merged_1010885
a_711,7,A Fairview Park via Connaught,a_merged_999103,714,418444_merged_1000813
a_632,6,Bridgeport,muwtf_merged_999106,600,413312_merged_1005683
b_805,8,University via Weber,muwtf_merged_999113,808,426722_merged_1012517
b_9802,9802,Melran Jamieson AM,muwtf_merged_999113,980201,414025_merged_1012389
a_1131,3,Ottawa South to Downtown,a_merged_999103,301,417584_merged_1001049
a_804,8,University via Courtland & Weber,a_merged_999103,801,426044_merged_999859
b_8021,200,iXpress to Ainslie Terminal,a_merged_999110,20011,419640_merged_1007897
a_5131,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415034_merged_1001800
b_760,7,D UW via University,muwtf_merged_999113,702,414289_merged_1007944
b_5681,64,Cambridge Centre,muwtf_merged_999113,6411,416650_merged_1007546
b_3131,29,Keats Way,muwtf_merged_999113,2901,421101_merged_1011661
b_132,25,Queen South,muwtf_merged_999113,2501,415230_merged_1009684
b_2233,18,Downtown,a_merged_999110,1801,418643_merged_1010069
b_5631,56,Cambridge Centre,s_merged_999114,5611,420454_merged_1011930
b_709,7,D UW via University,muwtf_merged_999113,708,414386_merged_1006504
a_133,15,Frederick,a_merged_999103,1501,418561_merged_999580
a_3251,32,Kumpf,muwtf_merged_999106,3201,415672_merged_1003934
a_5831,62,Woodside,a_merged_999103,6200,419536_merged_1003069
a_1981,19,Victoria South to Highland Hills,muwtf_merged_999106,1901,413367_merged_1002224
b_801,8,University via Weber,a_merged_999110,808,426429_merged_1007933
a_2402,24,Highland,muwtf_merged_999106,2401,413470_merged_1004565
b_705,7,B Fairview Park via Weber,s_merged_999114,713,420387_merged_1010777
a_931,13,Laurelwood to UW,muwtf_merged_999106,1311,416306_merged_1003696
b_804,8,University via Franklin & Westmount,a_merged_999110,803,426109_merged_1008726
b_5633,64,Langs,muwtf_merged_999113,6401,416612_merged_1008043
b_2532,24,Highland,a_merged_999110,2401,418001_merged_1012622
a_332,16,Forest Glen,muwtf_merged_999106,1611,415723_merged_1001001
b_5135,71,Melran on Detour,a_merged_999110,7101,419070_merged_1011897
b_5135,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415143_merged_1006297
a_131,1,Downtown via Lorraine,muwtf_merged_999106,112,414165_merged_1005094
b_5631,56,Dunbar,a_merged_999110,5601,418863_merged_1007205
b_5201,52,Fairview Park,a_merged_999110,5201,418701_merged_1007357
a_1281,9,Lakeshore to University and King,s_merged_999107,903,420621_merged_999228
a_2234,23,Downtown,a_merged_999103,2311,417955_merged_1001399
a_2231,22,Laurentian West to Forest Glen,muwtf_merged_999106,2211,416735_merged_1000156
a_752,7,D UW via University,muwtf_merged_999106,702,414292_merged_1004416
a_5831,58,Elmwood,muwtf_merged_999106,5800,416523_merged_1003800
a_5632,60,Northview Acres,a_merged_999103,6000,418940_merged_1005759
b_5532,55,St. Andrews,a_merged_999110,5500,419694_merged_1005975
a_807,8,Downtown via Westmount,muwtf_merged_999106,817,424676_merged_1000509
a_3132,29,Keats Way to UW,muwtf_merged_999106,2911,421114_merged_1001682
b_1232,12,Conestoga Mall,a_merged_999110,1201,418225_merged_1009305
a_936,9,Lakeshore to UW,muwtf_merged_999106,901,416358_merged_1000879
b_631,11,Downtown,a_merged_999110,1111,417833_merged_1006574
b_301,3,Ottawa South,a_merged_999110,300,417548_merged_1005982
a_5251,52,Ainslie St. Terminal,muwtf_merged_999106,5211,413583_merged_1000929
a_803,8,Fairview via Franklin/East TR,s_merged_999107,813,425776_merged_1003498
a_5533,59,Christopher,a_merged_999103,5900,419557_merged_1002333
b_709,7,D UW via University,a_merged_999110,708,418292_merged_1011353
a_5135,71,Melran on Detour,muwtf_merged_999106,7101,414063_merged_999277
b_701,7,A Fairview Park via Connaught,s_merged_999114,714,420356_merged_1011438
a_802,8,Fairview via Courtland TR,muwtf_merged_999106,811,426769_merged_999470
b_2234,22,Laurentian West to Highland Hills,a_merged_999110,2202,418123_merged_1011378
a_231,2,Downtown,muwtf_merged_999106,221,415011_merged_1002038
b_801,8,University via Westmount,s_merged_999114,807,425584_merged_1010141
b_703,7,D UW via University,s_merged_999114,702,420270_merged_1011472
b_5131,51,Hespeler Road to Hespeler,a_merged_999110,5101,418779_merged_1007860
a_1131,11,Country Hills Sunday,s_merged_999107,1102,420084_merged_1003635
a_1281,33,Trillium,muwtf_merged_999106,3303,416507_merged_1002490
b_701,7,A Fairview Park via Connaught,a_merged_999110,715,418481_merged_1009328
b_2534,24,Highland,muwtf_merged_999113,2401,413475_merged_1011345
b_802,8,Fairview via Weber & Courtland TR,a_merged_999110,823,426203_merged_1006393
b_1238,12,Fairview Park,muwtf_merged_999113,1211,414700_merged_1011647
a_1731,17,Fairview Park,muwtf_merged_999106,1701,414844_merged_1004504
a_758,7,A Fairview Park via Connaught,muwtf_merged_999106,716,414462_merged_1002587
b_2531,25,Queen South to Downtown via Westheights,a_merged_999110,2512,418091_merged_1010170
b_5432,54,Lisbon Pines,muwtf_merged_999113,5400,413717_merged_1006202
b_335,3,Ottawa South to Downtown,muwtf_merged_999113,301,414225_merged_1007265
a_803,8,University via Courtland & Weber,a_merged_999103,801,426046_merged_999857
b_5131,55,St. Andrews Sunday,s_merged_999114,5501,420687_merged_1011594
a_2235,22,Laurentian West to Forest Glen,muwtf_merged_999106,2211,416743_merged_1002677
a_2232,18,Guelph Street,a_merged_999103,1800,418637_merged_999503
a_1282,12,University and King,muwtf_merged_999106,1202,422915_merged_1001441
a_936,35,Eastbridge to Conestoga Mall,a_merged_999103,3511,419284_merged_1005025
b_931,5,Erb West,a_merged_999110,501,419318_merged_1010813
b_8022,200,iXpress to Conestoga Mall,s_merged_999114,20001,420563_merged_1007385
b_131,1,Stanley Park via Becker/Lorraine,s_merged_999114,104,419974_merged_1012410
b_5132,51,Hespeler Road to Ainslie Terminal,a_merged_999110,5111,418743_merged_1011103
a_1237,10,Conestoga College via Bechtel,s_merged_999107,1002,420188_merged_1005161
a_631,6,Bridgeport,a_merged_999103,600,417472_merged_1003690
a_6731,56,Cambridge Centre,muwtf_merged_999106,5611,413685_merged_1002507
a_5131,51,Hespeler Road to Ainslie Terminal,muwtf_merged_999106,5111,415052_merged_1002456
a_2533,25,Queen South to Downtown,muwtf_merged_999106,2511,415296_merged_1001765
b_631,11,Country Hills,a_merged_999110,1101,417804_merged_1009597
a_8021,200,iXpress to Ainslie Terminal,muwtf_merged_999106,20011,415951_merged_999684
b_1282,12,Fairview Park,s_merged_999114,1211,420239_merged_1011955
b_5532,63,Champlain,a_merged_999110,6300,419496_merged_1007208
b_5432,54,Lisbon Pines,muwtf_merged_999113,5400,413715_merged_1006204
b_1237,17,Heritage Park,s_merged_999114,1700,420528_merged_1006870
b_5131,51,Hespeler Road to Hespeler,s_merged_999114,5101,420448_merged_1008468
b_6102,61,Cambridge Centre,muwtf_merged_999113,6111,415993_merged_1005897
a_5632,56,Cambridge Centre,a_merged_999103,5611,418884_merged_1000119
b_1382,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416396_merged_1008198
b_806,8,Fairview via Courtland TA,muwtf_merged_999113,812,426965_merged_1006283
a_5432,57,Blair Road via Westcliff,muwtf_merged_999106,5701,413633_merged_999960
b_2531,25,Queen South to Downtown,a_merged_999110,2511,418089_merged_1006879
a_5332,66,Winston,a_merged_999103,6600,419038_merged_1005549
b_931,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416398_merged_1008194
b_1131,11,Downtown,a_merged_999110,1111,417839_merged_1006578
b_936,9,Lakeshore to University and King,a_merged_999110,903,419195_merged_1011075
b_132,15,Frederick,muwtf_merged_999113,1501,415314_merged_1010793
a_706,7,D UW via University,a_merged_999103,708,418301_merged_1000728
b_754,7,C Conestoga Mall,muwtf_merged_999113,701,414546_merged_1008093
a_802,8,Fairview via Courtland TR,muwtf_merged_999106,811,424642_merged_1003538
a_1281,27,Chicopee,muwtf_merged_999106,2701,415176_merged_1003095
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415101_merged_1000015
b_708,7,A Fairview Park via Connaught,muwtf_merged_999113,716,414469_merged_1009365
a_5333,66,Winston,a_merged_999103,6600,419031_merged_1005540
b_5631,60,Northview Acres,a_merged_999110,6000,418939_merged_1010050
b_8022,200,iXpress to Conestoga Mall,a_merged_999110,20001,419580_merged_1012080
b_5632,56,Dunbar,a_merged_999110,5601,418854_merged_1010694
b_1701,17,Fairview Park,a_merged_999110,1701,418611_merged_1007212
b_9908,9908,HHSS-Erinbrook,muwtf_merged_999113,990802,415637_merged_1010239
b_5202,52,Fairview Park,muwtf_merged_999113,5201,413528_merged_1008494
a_2233,23,Idlewood,a_merged_999103,2301,417947_merged_1004863
b_5203,52,Ainslie St. Terminal,a_merged_999110,5211,418689_merged_1010595
a_704,7,A Fairview Park via Connaught,muwtf_merged_999106,715,414532_merged_1005481
b_1002,10,Fairview Park via Becthel,a_merged_999110,1012,418189_merged_1012096
a_7551,75,Saginaw,muwtf_merged_999106,7500,420847_merged_1002344
b_5133,65,Fisher Mills on detour,a_merged_999110,6501,418998_merged_1008896
b_2403,24,Highland to Downtown,muwtf_merged_999113,2411,413497_merged_1009664
b_5533,59,Christopher,muwtf_merged_999113,5900,413613_merged_1007007
a_802,8,University via Franklin & Westmount,a_merged_999103,803,426107_merged_1001956
a_232,2,Downtown via Southmoor,muwtf_merged_999106,222,415019_merged_1002030
a_2232,23,Downtown,muwtf_merged_999106,2311,413425_merged_1000625
b_5201,52,Fairview Park,a_merged_999110,5201,418656_merged_1006544
b_702,7,E UW via Columbia,a_merged_999110,706,418325_merged_1007320
b_936,5,Erb West,muwtf_merged_999113,501,415574_merged_1008419
a_701,7,A Fairview Park via Connaught,s_merged_999107,714,420342_merged_1005385
a_5531,59,Christopher,a_merged_999103,5900,419561_merged_999179
b_9918,9918,7F to Eastwood,muwtf_merged_999113,991803,416663_merged_1010832
b_5832,58,Elmwood,muwtf_merged_999113,5800,416544_merged_1009764
a_2533,1,Downtown via Lorraine,muwtf_merged_999106,112,414132_merged_1001351
b_802,8,Fairview via Weber & Courtland TR,muwtf_merged_999113,823,426930_merged_1009836
b_932,35,Eastbridge to Uptown Waterloo,a_merged_999110,3501,419272_merged_1011049
a_5333,53,Ainslie St. Terminal,muwtf_merged_999106,5311,413740_merged_1003507
b_801,8,University via Weber,muwtf_merged_999113,808,426844_merged_1011518
b_802,8,University via Franklin/East & Westmount,muwtf_merged_999113,805,426897_merged_1009679
b_5135,71,Melran on Detour,muwtf_merged_999113,7101,414069_merged_1006060
b_803,8,Fairview via Weber & Courtland TR,a_merged_999110,823,426214_merged_1009941
a_5532,55,St. Andrews,a_merged_999103,5500,419714_merged_1001939
a_1236,12,Fairview Park,a_merged_999103,1211,418280_merged_1001339
a_5431,57,Blair Road via Westcliff,muwtf_merged_999106,5701,413632_merged_999961
b_337,3,Ottawa South to Downtown,muwtf_merged_999113,301,414224_merged_1007266
b_1253,12,University and King,muwtf_merged_999113,1202,422912_merged_1008215
a_5333,53,Hespeler Terminal,muwtf_merged_999106,5301,413775_merged_1000209
a_1231,27,Fairview Park,s_merged_999107,2711,420548_merged_1000391
a_802,8,University via Franklin & Westmount,muwtf_merged_999106,803,426872_merged_1000604
a_705,7,C Conestoga Mall,muwtf_merged_999106,701,414272_merged_1004180
b_703,7,B Fairview Park via Weber,s_merged_999114,713,420388_merged_1010772
a_3351,33,Huron,muwtf_merged_999106,3301,416489_merged_1005021
a_1236,10,Conestoga College via Bechtel,a_merged_999103,1002,418175_merged_1000861
a_2401,24,Highland to Downtown,a_merged_999103,2411,418011_merged_1002436
a_2032,20,Victoria Hills to Downtown,muwtf_merged_999106,2011,414959_merged_999603
a_5201,52,Ainslie St. Terminal,muwtf_merged_999106,5211,413585_merged_1000927
b_632,6,Downtown,muwtf_merged_999113,601,413360_merged_1009008
a_932,9,Lakeshore to UW,muwtf_merged_999106,901,416360_merged_1004403
b_2032,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999113,2001,414931_merged_1007195
a_5203,52,Ainslie St. Terminal,a_merged_999103,5211,418695_merged_1000317
a_8023,200,iXpress to Conestoga Mall,a_merged_999103,20001,419605_merged_1001659
b_1235,12,Fairview Park,a_merged_999110,1211,418269_merged_1008873
b_631,11,Downtown,a_merged_999110,1111,417838_merged_1006579
b_2231,22,Laurentian West to Forest Glen,muwtf_merged_999113,2211,416735_merged_1006933
a_1231,27,Fairview Park,a_merged_999103,2711,419129_merged_1000322
a_803,8,Fairview via Westmnt & Franklin/East TR,muwtf_merged_999106,818,426752_merged_1002531
a_6102,61,Conestoga College,muwtf_merged_999106,6100,415976_merged_999946
b_131,1,Downtown via Lorraine,muwtf_merged_999113,112,414131_merged_1008129
b_709,7,D UW via University,muwtf_merged_999113,708,414353_merged_1010546
a_5203,52,Fairview Park,a_merged_999103,5201,418713_merged_1004213
a_2032,20,Victoria Hills to Downtown,a_merged_999103,2011,417907_merged_1004377
b_1135,20,Victoria Hills,muwtf_merged_999113,2002,414912_merged_1012639
b_2235,22,Laurentian West to Downtown,a_merged_999110,2212,418153_merged_1007424
a_2401,25,Queen South,a_merged_999103,2501,418042_merged_1005414
a_1232,10,Fairview Park via Becthel,s_merged_999107,1012,420203_merged_1001450
a_5831,62,Woodside,a_merged_999103,6200,419542_merged_1005772
a_2534,25,Queen South via Overlea,muwtf_merged_999106,2502,415225_merged_999314
b_3131,29,Keats Way to UW,muwtf_merged_999113,2911,421122_merged_1011919
b_302,11,Downtown,a_merged_999110,1111,417859_merged_1006819
b_6102,61,Conestoga College,muwtf_merged_999113,6100,415984_merged_1009497
a_1231,13,Laurelwood to UW,s_merged_999107,1311,420605_merged_1005708
b_1237,12,Fairview Park,muwtf_merged_999113,1211,414711_merged_1008452
a_806,8,University via Courtland & Weber,a_merged_999103,801,426051_merged_1003414
a_712,7,D UW via University,muwtf_merged_999106,708,414350_merged_1003772
b_1981,7,B Fairview Park via Weber,muwtf_merged_999113,713,414563_merged_1008367
a_8101,10,Conestoga College,muwtf_merged_999106,1001,415823_merged_1001926
a_132,25,Queen South,a_merged_999103,2501,418053_merged_1001974
a_133,15,Frederick,a_merged_999103,1501,418546_merged_1004942
a_5332,66,Winston,muwtf_merged_999106,6600,413887_merged_1003762
b_754,7,B Fairview Park via Weber,muwtf_merged_999113,711,414543_merged_1008098
a_706,7,A Fairview Park via Connaught,s_merged_999107,714,420362_merged_1002295
b_132,25,Queen South via Overlea,s_merged_999114,2502,420154_merged_1008925
a_802,8,University via Franklin & Westmount,muwtf_merged_999106,803,426847_merged_1004740
b_5532,63,Champlain,muwtf_merged_999113,6300,413842_merged_1010986
b_1237,12,Fairview Park,muwtf_merged_999113,1211,414717_merged_1008446
a_8023,200,iXpress to Conestoga Mall,a_merged_999103,20001,419590_merged_1001293
a_934,5,Uptown,a_merged_999103,511,419338_merged_999268
a_5132,51,Hespeler Road to Hespeler,muwtf_merged_999106,5101,415092_merged_1002929
a_1731,17,Fairview Park,muwtf_merged_999106,1701,414847_merged_1003849
a_8022,200,iXpress to Conestoga Mall,a_merged_999103,20001,419580_merged_1005303
a_5132,51,Hespeler Road to Ainslie Terminal,a_merged_999103,5111,418734_merged_1001625
b_936,13,Laurelwood to UW,muwtf_merged_999113,1311,416285_merged_1006172
a_2533,1,Downtown via Lorraine,muwtf_merged_999106,112,414143_merged_1004807
a_131,1,Stanley Park via Becker/River,a_merged_999103,103,417617_merged_1003233
a_131,1,Downtown via Lorraine,a_merged_999103,112,417591_merged_1004321
a_703,7,B Fairview Park via Weber,s_merged_999107,713,420367_merged_1002290
a_803,8,University via Weber,a_merged_999103,808,426406_merged_1000888
b_5631,56,Cambridge Centre,s_merged_999114,5611,420457_merged_1011927
b_632,4,Downtown from TBW,muwtf_merged_999113,402,416820_merged_1008523
b_5632,60,Northview Acres,a_merged_999110,6000,418938_merged_1010051
a_801,8,University via Westmount,s_merged_999107,807,425584_merged_1003364
a_801,8,Fairview via Weber & Courtland TR,s_merged_999107,823,425739_merged_1003982
a_232,18,Guelph Street,muwtf_merged_999106,1800,414854_merged_1003272
b_2535,1,Downtown via Lorraine/Becker,muwtf_merged_999113,114,414169_merged_1011869
a_805,8,University via Courtland & Weber,a_merged_999103,801,426061_merged_1000121
b_3132,31,Conestoga Mall,muwtf_merged_999113,3101,416145_merged_1006306
a_801,8,Fairview via Westmount & Franklin TA,a_merged_999103,821,426199_merged_1004250
b_2535,1,Downtown via Lorraine,muwtf_merged_999113,112,414134_merged_1008126
b_803,8,Fairview via Westmnt & Franklin/East TR,s_merged_999114,818,425720_merged_1007253
a_1234,9,Lakeshore to Conestoga Mall,s_merged_999107,911,420639_merged_1002731
a_5633,60,Northview Acres,a_merged_999103,6000,418933_merged_1001555
b_1181,11,Country Hills,muwtf_merged_999113,1101,414594_merged_1006195
a_1132,6,Bridgeport,a_merged_999103,600,417485_merged_999392
b_5631,56,Dunbar,a_merged_999110,5601,418840_merged_1007413
a_708,7,B Fairview Park via Weber,a_merged_999103,713,418504_merged_1001981
a_1232,27,Chicopee,a_merged_999103,2701,419113_merged_1003323
a_3251,32,Kumpf,muwtf_merged_999106,3201,415683_merged_1000668
a_1232,27,Fairview Park,a_merged_999103,2711,419130_merged_1003588
b_802,8,University via Courtland & Weber,muwtf_merged_999113,801,426808_merged_1011980
a_805,8,University via Westmount,muwtf_merged_999106,807,426780_merged_1004629
b_8001,200,iXpress to Conestoga Mall,a_merged_999110,20001,419596_merged_1007161
a_5202,52,Fairview Park,muwtf_merged_999106,5201,413539_merged_1004927
a_802,8,Fairview via Courtland TR,a_merged_999103,811,426181_merged_1000946
a_801,8,Fairview via Courtland TR,s_merged_999107,811,425801_merged_1004226
a_302,3,Ottawa South to Downtown,a_merged_999103,301,417569_merged_1001301
a_936,9,Lakeshore to UW,a_merged_999103,901,419232_merged_1002960
b_851,8,University via Courtland & Weber,s_merged_999114,801,425525_merged_1011334
b_2235,22,Laurentian West to Forest Glen,a_merged_999110,2211,418140_merged_1010705
b_5132,51,Hespeler Road to Hespeler,muwtf_merged_999113,5101,415107_merged_1006798
a_1235,27,Chicopee,a_merged_999103,2701,419108_merged_1000033
a_631,6,Bridgeport,a_merged_999103,600,417477_merged_1003685
a_5631,56,Dunbar,muwtf_merged_999106,5601,413660_merged_1002753
b_5201,52,Ainslie St. Terminal,a_merged_999110,5211,418693_merged_1007096
a_1236,27,Chicopee,muwtf_merged_999106,2701,415154_merged_1002798
a_931,5,Uptown,a_merged_999103,511,419343_merged_1001272
b_931,5,Uptown,a_merged_999110,511,419359_merged_1011279
a_131,1,Downtown via Lorraine,a_merged_999103,112,417634_merged_1003015
b_2032,20,Victoria Hills to Downtown,muwtf_merged_999113,2011,414935_merged_1012599
b_933,9,Lakeshore to University and King,a_merged_999110,903,419194_merged_1011074
b_132,25,Queen South to Downtown,a_merged_999110,2511,418067_merged_1010588
b_133,1,Stanley Park via Becker/River,a_merged_999110,103,417619_merged_1010008
a_1131,20,Victoria Hills to Highland Hills Mall,a_merged_999103,2001,417885_merged_1001908
a_706,7,C Conestoga Mall,a_merged_999103,701,418404_merged_1003554
a_5134,71,Melran on Detour,muwtf_merged_999106,7101,414054_merged_1002865
a_2236,22,Laurentian West to Forest Glen,muwtf_merged_999106,2201,416677_merged_1000585
a_5631,56,Dunbar,a_merged_999103,5601,418855_merged_1003918
a_336,4,Downtown from TBW,muwtf_merged_999106,402,416831_merged_1004959
b_8002,200,iXpress to Conestoga Mall,a_merged_999110,20001,419577_merged_1009339
b_1132,11,Country Hills,a_merged_999110,1101,417807_merged_1009596
a_131,1,Stanley Park via River,muwtf_merged_999106,101,414088_merged_1004971
b_5832,62,Woodside,muwtf_merged_999113,6200,413795_merged_1007244
b_5633,64,Cambridge Centre,a_merged_999110,6411,418983_merged_1012100
b_705,7,B Fairview Park via Weber,a_merged_999110,713,418498_merged_1012530
b_1238,27,Fairview Park,muwtf_merged_999113,2711,415202_merged_1012610
a_6101,61,Conestoga College,muwtf_merged_999106,6100,415981_merged_1002715
b_2231,23,Downtown,a_merged_999110,2311,417972_merged_1007901
a_301,3,Ottawa South,a_merged_999103,300,417550_merged_1004781
b_2232,22,Laurentian West to Forest Glen,muwtf_merged_999113,2211,416726_merged_1010219
a_5532,55,St. Andrews,muwtf_merged_999106,5500,416587_merged_1003479
a_1981,9971,SMH-Courtland,muwtf_merged_999106,997102,416511_merged_1005892
a_935,5,Uptown,a_merged_999103,511,419354_merged_1004505
a_5203,52,Ainslie St. Terminal,a_merged_999103,5211,418677_merged_1004077
a_2236,23,Idlewood,muwtf_merged_999106,2301,413395_merged_1004778
b_2532,1,Downtown via River/Becker,a_merged_999110,113,417653_merged_1010496
b_937,9,Lakeshore to Conestoga Mall,muwtf_merged_999113,911,416404_merged_1007818
a_5633,64,Cambridge Centre,a_merged_999103,6411,418971_merged_1002052
a_802,8,University via Westmount,muwtf_merged_999106,807,426801_merged_1005212
b_1281,12,Fairview Park,muwtf_merged_999113,1211,423205_merged_1011347
a_2232,22,Laurentian West to Forest Glen,muwtf_merged_999106,2211,416720_merged_1003444
a_5831,62,Woodside,a_merged_999103,6200,419547_merged_1005767
a_1232,12,Conestoga Mall,a_merged_999103,1201,418243_merged_1001869
b_1381,13,Laurelwood,muwtf_merged_999113,1301,416257_merged_1009047
b_5431,57,Blair Road via Westcliff,muwtf_merged_999113,5701,413638_merged_1006744
a_5135,71,Melran on Detour,a_merged_999103,7101,419070_merged_1005120
a_5633,64,Cambridge Centre,a_merged_999103,6411,418977_merged_1001999
a_802,8,Fairview via Franklin TA,a_merged_999103,816,426150_merged_1004720
b_131,15,Downtown,a_merged_999110,1511,418583_merged_1009852
b_2235,23,Downtown,muwtf_merged_999113,2311,413439_merged_1010881
b_5132,51,Hespeler Road to Hespeler,a_merged_999110,5101,418802_merged_1010403
a_1237,17,Heritage Park,s_merged_999107,1700,420531_merged_1003376
b_852,8,Downtown via Weber,muwtf_merged_999113,822,424673_merged_1007289
a_801,8,Fairview via Franklin/East TR,a_merged_999103,813,426138_merged_1004953
a_5831,58,Elmwood,a_merged_999103,5800,419676_merged_1004850
b_806,8,Fairview via Westmnt & Franklin/East TR,a_merged_999110,818,426137_merged_1011727
a_935,9,Lakeshore to Conestoga Mall,muwtf_merged_999106,911,416384_merged_1004655
a_2102,21,Elmira,a_merged_999103,2101,419480_merged_1003801
a_5533,55,St. Andrews,a_merged_999103,5500,419692_merged_999196
a_706,7,C Conestoga Mall,a_merged_999103,707,418321_merged_1000547
a_132,1,Downtown via Lorraine,s_merged_999107,112,419982_merged_1001037
a_5203,52,Ainslie St. Terminal,a_merged_999103,5211,418703_merged_1005112
b_8021,200,iXpress to Ainslie Terminal,muwtf_merged_999113,20011,415908_merged_1010482
a_2231,23,Idlewood,a_merged_999103,2301,417931_merged_1000660
b_5681,64,Langs,muwtf_merged_999113,6401,416613_merged_1009532
b_5632,60,Northview Acres,a_merged_999110,6000,418928_merged_1009167
b_5831,58,Elmwood,muwtf_merged_999113,5800,416528_merged_1009824
a_333,3,Ottawa South,muwtf_merged_999106,300,414197_merged_1000130
b_5632,56,Dunbar,a_merged_999110,5601,418839_merged_1008246
b_1982,19,Victoria South to Highland Hills,muwtf_merged_999113,1901,413377_merged_1012219
b_2402,24,Highland to Downtown,muwtf_merged_999113,2411,413490_merged_1009667
b_1231,27,Chicopee,muwtf_merged_999113,2701,415163_merged_1006556
b_8024,200,iXpress to Conestoga Mall,a_merged_999110,20001,419593_merged_1008069
b_5831,62,Woodside,a_merged_999110,6200,419546_merged_1012545
b_2403,24,Highland,muwtf_merged_999113,2401,413467_merged_1007845
b_3351,33,Huron to Forest Glen via Trillium,muwtf_merged_999113,3312,416502_merged_1009262
b_936,13,Laurelwood to UW,muwtf_merged_999113,1311,416308_merged_1010483
b_709,7,A Fairview Park via Connaught,a_merged_999110,714,418459_merged_1007314
a_936,35,Eastbridge to Conestoga Mall,muwtf_merged_999106,3511,416179_merged_1002814
a_803,8,Fairview via Courtland TA,muwtf_merged_999106,812,426966_merged_999509
b_5531,63,Champlain,muwtf_merged_999113,6300,413834_merged_1008943
b_3301,33,Huron via Trillium,muwtf_merged_999113,3302,416482_merged_1011793
b_5333,53,Hespeler Terminal,a_merged_999110,5301,419457_merged_1008770
b_631,11,Downtown,a_merged_999110,1111,417848_merged_1010119
a_131,1,Downtown via Lorraine,s_merged_999107,112,419987_merged_1001032
b_935,13,Laurelwood,a_merged_999110,1301,419178_merged_1010847
a_1701,17,Heritage Park,a_merged_999103,1700,418626_merged_1003079
b_5531,63,Champlain,a_merged_999110,6300,419515_merged_1009556
b_801,8,University via Courtland & Weber,muwtf_merged_999113,801,426817_merged_1007379
b_232,2,Forest Hill via Southmoor,muwtf_merged_999113,212,414987_merged_1010230
b_801,8,Fairview via Westmnt & Franklin/East TR,a_merged_999110,818,426132_merged_1011722
a_2032,20,Victoria Hills to Highland Hills Mall,a_merged_999103,2001,417875_merged_1000341
b_5132,65,Fisher Mills on detour,muwtf_merged_999113,6501,413855_merged_1009603
b_933,13,Laurelwood,muwtf_merged_999113,1301,416256_merged_1009046
a_5631,56,Dunbar,s_merged_999107,5601,420464_merged_1001430
a_937,13,Laurelwood,a_merged_999103,1301,419187_merged_1001022
a_702,7,A Fairview Park via Connaught,s_merged_999107,714,420340_merged_1005387
b_3132,29,Keats Way to UW,muwtf_merged_999113,2911,421139_merged_1008672
a_5631,56,Cambridge Centre,a_merged_999103,5611,418897_merged_1003405
b_5632,64,Cambridge Centre,a_merged_999110,6411,418990_merged_1008898
a_937,5,Erb West,muwtf_merged_999106,501,415571_merged_1001647
a_2102,21,Conestoga Mall,a_merged_999103,2111,419483_merged_999265
b_937,35,Eastbridge to Conestoga Mall,muwtf_merged_999113,3511,416193_merged_1011305
b_3251,32,Kumpf,muwtf_merged_999113,3201,415682_merged_1007444
a_131,15,Downtown,a_merged_999103,1511,418573_merged_999323
b_2234,22,Laurentian West to Downtown,muwtf_merged_999113,2212,416779_merged_1006408
a_803,8,University via Westmount,a_merged_999103,807,426309_merged_1001247
b_1233,12,Conestoga Mall,muwtf_merged_999113,1201,414671_merged_1009460
b_802,8,University via Westmount,muwtf_merged_999113,807,426730_merged_1009097
a_5832,62,Woodside,muwtf_merged_999106,6200,413799_merged_1000463
b_301,3,Ottawa South to Downtown,a_merged_999110,301,417580_merged_1007822
b_5134,51,Hespeler Road to Ainslie Terminal,s_merged_999114,5111,420419_merged_1010401
a_5231,58,Elmwood,s_merged_999107,5800,420685_merged_1004819
a_932,35,Eastbridge to Conestoga Mall,a_merged_999103,3511,419288_merged_1005031
a_801,8,Fairview via Courtland TR,s_merged_999107,811,425767_merged_999933
b_333,16,Forest Glen via Biehn,muwtf_merged_999113,1612,415737_merged_1011054
b_333,4,Glasgow,muwtf_merged_999113,412,416807_merged_1008265
a_5333,53,Hespeler Terminal,a_merged_999103,5301,419438_merged_1001271
b_802,8,University via Franklin/East & Westmount,s_merged_999114,805,425561_merged_1011864
b_805,8,University via Westmount,a_merged_999110,807,426115_merged_1011971
b_5333,66,Winston,muwtf_merged_999113,6600,413900_merged_1007592
a_1233,27,Fairview Park,s_merged_999107,2711,420553_merged_1003645
b_2031,6,Bridgeport,muwtf_merged_999113,600,413310_merged_1011036
a_632,20,Victoria Hills to Highland Hills Mall,muwtf_merged_999106,2001,414926_merged_1002658
a_231,2,Forest Hill,muwtf_merged_999106,211,414980_merged_1004084
